MONTHS,STATE,FF_DEATH,OTH_DEATH,DEATH,CNT,PROP_LOSS,CONT_LOSS
2006-01-01,AK,0,4,4,76,1.94424,0.67815
2006-01-01,AL,0,1,1,494,2.403001,1.139625
2006-01-01,AR,0,4,4,854,4.745915,1.405443
2006-01-01,AZ,0,0,0,801,6.434855,1.568866
2006-01-01,CA,0,9,9,1793,26.028781,9.267085
2006-01-01,CO,0,0,0,279,11.751114,2.517224
2006-01-01,CT,0,0,0,234,4.224951,0.840951
2006-01-01,DE,0,0,0,90,0.62585,0.27011
2006-01-01,FL,0,6,6,1485,24.207242,4.436248
2006-01-01,GA,0,5,5,657,9.790499,2.129847
2006-01-01,HI,0,0,0,26,0.871,0.11705
2006-01-01,IA,0,1,1,144,1.149432,0.35225
2006-01-01,ID,0,1,1,82,2.35231,1.16775
2006-01-01,IL,1,5,6,716,11.829352,3.223228
2006-01-01,IN,0,4,4,440,3.635973,1.140806
2006-01-01,KS,0,1,1,448,2.880104,1.05832
2006-01-01,KY,0,6,6,473,4.00159,1.84652
2006-01-01,LA,0,1,1,412,4.094059,1.066309
2006-01-01,MA,0,2,2,451,9.172423,1.854163
2006-01-01,MD,0,1,1,341,6.117158,0.635033
2006-01-01,ME,0,0,0,99,0.7246,0.25485
2006-01-01,MI,0,6,6,576,24.566497,7.101359
2006-01-01,MN,0,10,10,280,6.222811,1.33435
2006-01-01,MO,0,6,6,891,4.803862,1.469522
2006-01-01,MS,0,8,8,1722,6.607133,2.292584
2006-01-01,MT,0,0,0,49,0.508115,0.1445
2006-01-01,NC,0,5,5,592,7.0212,2.31379
2006-01-01,ND,0,0,0,25,0.43865,0.15725
2006-01-01,NE,0,0,0,129,1.081115,0.260312
2006-01-01,NH,0,0,0,68,1.617435,0.30685
2006-01-01,NJ,0,5,5,353,0.822502,0.36727
2006-01-01,NM,1,0,1,119,0.430656,0.08795
2006-01-01,NV,0,2,2,105,1.623,0.193965
2006-01-01,NY,0,3,3,1583,2.501147,0.890306
2006-01-01,OH,0,9,9,1038,11.341193,3.1035
2006-01-01,OK,0,7,7,1130,8.845798,1.979694
2006-01-01,OR,0,0,0,325,2.841969,0.81007
2006-01-01,PA,0,4,4,250,3.342475,1.449425
2006-01-01,SC,0,7,7,548,7.718578,1.434642
2006-01-01,SD,0,0,0,29,0.1094,0.01195
2006-01-01,TN,0,1,1,1070,11.538091,3.902288
2006-01-01,TX,0,14,14,3450,25.822658,6.278424
2006-01-01,UT,0,0,0,82,2.524975,0.4719
2006-01-01,VA,0,6,6,762,15.40453,4.695399
2006-01-01,VT,0,0,0,49,0.66585,0.32812
2006-01-01,WA,0,4,4,392,8.243076,1.98834
2006-01-01,WI,0,2,2,138,1.128252,0.444861
2006-01-01,WV,0,6,6,315,6.270108,2.356095
2006-01-01,WY,0,0,0,26,0.4202,0.1449
2006-02-01,AK,0,2,2,58,1.765192,0.47315
2006-02-01,AL,0,3,3,344,3.48665,0.7397
2006-02-01,AR,0,4,4,683,6.95158,1.882848
2006-02-01,AZ,0,0,0,704,4.644157,1.243636
2006-02-01,CA,0,7,7,1488,20.366269,5.572609
2006-02-01,CO,0,0,0,238,3.486299,0.889305
2006-02-01,CT,0,0,0,256,3.973841,0.579475
2006-02-01,DE,0,1,1,72,0.658001,0.411742
2006-02-01,FL,0,7,7,1441,12.596682,3.39684
2006-02-01,GA,0,8,8,498,5.545526,1.855691
2006-02-01,HI,0,0,0,26,0.9658,0.23052
2006-02-01,IA,0,4,4,166,1.06207,0.507005
2006-02-01,ID,0,2,2,100,1.970482,0.70075
2006-02-01,IL,2,5,7,944,12.032744,2.623894
2006-02-01,IN,0,3,3,482,3.416773,1.149015
2006-02-01,KS,0,6,6,433,3.265915,1.246015
2006-02-01,KY,0,2,2,565,4.387746,1.612967
2006-02-01,LA,0,0,0,351,5.51953,1.362926
2006-02-01,MA,0,6,6,443,8.189226,1.813715
2006-02-01,MD,0,1,1,322,7.514897,1.874578
2006-02-01,ME,0,5,5,95,1.5781,1.15858
2006-02-01,MI,0,7,7,563,13.41813,5.145352
2006-02-01,MN,0,5,5,304,9.60215,1.98191
2006-02-01,MO,0,6,6,1062,5.354703,2.173819
2006-02-01,MS,0,1,1,988,10.50094,2.532426
2006-02-01,MT,0,0,0,73,0.5545,0.19737
2006-02-01,NC,0,1,1,654,5.760757,1.584984
2006-02-01,ND,0,1,1,28,0.375675,0.233
2006-02-01,NE,0,4,4,123,0.794289,0.411352
2006-02-01,NH,0,0,0,60,0.5349,0.19205
2006-02-01,NJ,0,5,5,394,2.791752,0.903975
2006-02-01,NM,0,0,0,80,0.3234,0.053
2006-02-01,NV,0,0,0,96,1.6541,0.463155
2006-02-01,NY,0,8,8,1568,4.9168,2.246988
2006-02-01,OH,0,11,11,1046,13.153542,3.908629
2006-02-01,OK,0,1,1,740,8.151965,1.62806
2006-02-01,OR,0,2,2,432,6.068157,1.797017
2006-02-01,PA,0,3,3,230,2.72489,0.992181
2006-02-01,SC,0,7,7,413,3.969667,0.850816
2006-02-01,SD,0,1,1,39,0.569,0.05
2006-02-01,TN,0,9,9,960,12.485034,3.911841
2006-02-01,TX,0,15,15,2424,19.692779,6.322834
2006-02-01,UT,0,1,1,88,1.910825,0.4242
2006-02-01,VA,0,5,5,869,16.099158,2.900101
2006-02-01,VT,0,1,1,43,0.4895,0.16227
2006-02-01,WA,0,6,6,458,9.415707,2.68852
2006-02-01,WI,0,3,3,135,1.83594,0.73805
2006-02-01,WV,0,5,5,355,5.384713,1.663104
2006-02-01,WY,0,0,0,35,0.41645,0.0855
2006-03-01,AK,0,3,3,64,1.7093,0.63175
2006-03-01,AL,0,1,1,608,2.604901,1.305756
2006-03-01,AR,0,6,6,942,5.980429,1.371045
2006-03-01,AZ,0,2,2,665,5.867055,1.468601
2006-03-01,CA,0,12,12,1377,22.787285,5.125221
2006-03-01,CO,0,2,2,266,3.722854,0.904068
2006-03-01,CT,0,8,8,329,3.74025,0.912
2006-03-01,DE,0,0,0,154,0.425052,0.262952
2006-03-01,FL,0,5,5,1764,19.081775,5.942178
2006-03-01,GA,0,1,1,641,5.214678,1.191551
2006-03-01,HI,0,0,0,34,0.706225,0.134025
2006-03-01,IA,0,2,2,150,1.104751,0.398325
2006-03-01,ID,0,1,1,84,1.380935,0.251375
2006-03-01,IL,0,4,4,937,8.381745,2.126111
2006-03-01,IN,0,5,5,575,3.748433,1.66675
2006-03-01,KS,0,4,4,479,3.579716,1.053515
2006-03-01,KY,0,8,8,678,3.241466,1.320545
2006-03-01,LA,0,1,1,447,4.560252,1.279377
2006-03-01,MA,0,3,3,660,9.189812,1.914659
2006-03-01,MD,0,6,6,532,8.38365,1.577036
2006-03-01,ME,0,0,0,137,1.292925,0.357811
2006-03-01,MI,0,7,7,709,12.593326,5.597396
2006-03-01,MN,0,2,2,277,6.130536,1.372526
2006-03-01,MO,0,6,6,987,6.024497,2.443487
2006-03-01,MS,1,2,3,2052,5.249862,1.990654
2006-03-01,MT,0,0,0,61,0.3452,0.12817
2006-03-01,NC,1,9,10,910,6.208696,2.161626
2006-03-01,ND,0,2,2,26,0.477,0.2023
2006-03-01,NE,0,0,0,133,1.365045,0.45585
2006-03-01,NH,0,0,0,73,0.119331,0.101457
2006-03-01,NJ,0,3,3,527,0.924775,0.18133
2006-03-01,NM,0,0,0,91,1.09886,0.1298
2006-03-01,NV,0,0,0,95,1.37087,0.366535
2006-03-01,NY,1,6,7,1885,8.609425,1.8757
2006-03-01,OH,0,9,9,1216,15.489856,3.655154
2006-03-01,OK,0,0,0,888,7.704119,1.803105
2006-03-01,OR,0,1,1,390,2.837247,0.84433
2006-03-01,PA,0,1,1,361,3.605806,1.181588
2006-03-01,SC,0,2,2,547,6.607762,1.258482
2006-03-01,SD,0,0,0,41,0.32335,0.059947
2006-03-01,TN,0,25,25,1422,12.540607,3.745207
2006-03-01,TX,0,18,18,2628,20.135104,6.187905
2006-03-01,UT,0,0,0,95,1.7894,0.388303
2006-03-01,VA,0,11,11,1565,19.194346,4.638092
2006-03-01,VT,0,1,1,64,0.79,0.29
2006-03-01,WA,0,2,2,340,16.60917,1.176436
2006-03-01,WI,0,2,2,186,1.453064,0.3376
2006-03-01,WV,0,5,5,380,5.552595,2.02175
2006-03-01,WY,0,3,3,32,1.67255,0.194
2006-04-01,AK,0,0,0,54,1.5718,0.4393
2006-04-01,AL,0,2,2,403,4.1882,1.47336
2006-04-01,AR,0,3,3,656,4.690236,1.279992
2006-04-01,AZ,0,1,1,757,5.634397,2.410116
2006-04-01,CA,0,7,7,975,11.698438,4.108893
2006-04-01,CO,0,1,1,309,3.835908,0.710387
2006-04-01,CT,0,3,3,329,3.158,0.97611
2006-04-01,DE,0,0,0,114,0.592057,0.179082
2006-04-01,FL,0,17,17,1731,11.441658,2.868676
2006-04-01,GA,0,3,3,656,6.49711,1.44042
2006-04-01,HI,0,0,0,36,0.814,0.12272
2006-04-01,IA,0,0,0,155,1.110202,0.26727
2006-04-01,ID,0,1,1,73,1.38372,0.17475
2006-04-01,IL,0,3,3,1013,12.991142,3.415984
2006-04-01,IN,0,3,3,531,3.311366,0.916813
2006-04-01,KS,0,2,2,391,3.02419,1.045792
2006-04-01,KY,0,0,0,533,2.968638,1.047886
2006-04-01,LA,0,1,1,366,4.823236,0.635169
2006-04-01,MA,0,1,1,641,11.612022,3.455263
2006-04-01,MD,0,2,2,338,8.573132,1.183617
2006-04-01,ME,0,1,1,129,1.42586,0.5276
2006-04-01,MI,0,8,8,762,11.027393,3.938387
2006-04-01,MN,0,3,3,464,11.069373,1.62922
2006-04-01,MO,0,1,1,916,4.269572,1.629609
2006-04-01,MS,0,3,3,1211,5.923828,2.575694
2006-04-01,MT,0,1,1,66,0.325255,0.076502
2006-04-01,NC,0,1,1,739,8.963363,2.216757
2006-04-01,ND,0,0,0,66,0.2565,0.12221
2006-04-01,NE,0,0,0,87,0.598143,0.281975
2006-04-01,NH,0,0,0,60,1.1385,0.3213
2006-04-01,NJ,0,3,3,445,0.930721,0.34915
2006-04-01,NM,0,0,0,79,0.44505,0.10935
2006-04-01,NV,0,0,0,85,0.98063,0.225746
2006-04-01,NY,0,7,7,1771,3.432292,1.637416
2006-04-01,OH,0,13,13,1240,12.020959,3.489263
2006-04-01,OK,0,1,1,662,3.883919,0.892699
2006-04-01,OR,0,2,2,393,5.440358,0.864811
2006-04-01,PA,0,2,2,266,2.11775,0.807975
2006-04-01,SC,0,0,0,438,4.612658,2.73741
2006-04-01,SD,0,2,2,42,0.46589,0.1038
2006-04-01,TN,1,7,8,962,20.516268,4.270025
2006-04-01,TX,0,14,14,2230,17.293753,4.661274
2006-04-01,UT,0,0,0,98,1.8064,0.37895
2006-04-01,VA,0,3,3,1051,12.015581,3.349968
2006-04-01,VT,0,0,0,101,1.3,0.345
2006-04-01,WA,0,1,1,382,4.705436,1.529616
2006-04-01,WI,0,7,7,287,1.662701,0.484601
2006-04-01,WV,0,1,1,275,52.798475,51.8984
2006-04-01,WY,0,0,0,30,0.37975,0.067045
2006-05-01,AK,0,2,2,68,1.34275,0.277105
2006-05-01,AL,0,3,3,297,2.432426,0.706476
2006-05-01,AR,0,2,2,443,8.329589,2.45526
2006-05-01,AZ,0,0,0,837,7.895721,1.820212
2006-05-01,CA,0,5,5,1271,16.490005,3.691338
2006-05-01,CO,1,2,3,286,4.310695,1.249301
2006-05-01,CT,0,0,0,237,2.63589,0.35766
2006-05-01,DE,0,0,0,77,0.374953,0.078253
2006-05-01,FL,0,6,6,1637,13.578375,3.980341
2006-05-01,GA,0,6,6,620,5.034601,1.266047
2006-05-01,HI,0,0,0,29,0.45185,0.10627
2006-05-01,IA,0,1,1,89,0.61726,0.20936
2006-05-01,ID,0,1,1,119,5.830695,0.54
2006-05-01,IL,0,2,2,824,10.043533,3.230019
2006-05-01,IN,0,1,1,469,4.627839,1.386052
2006-05-01,KS,0,5,5,249,2.839217,0.944307
2006-05-01,KY,0,0,0,400,2.448683,0.749866
2006-05-01,LA,0,4,4,266,3.02598,0.851502
2006-05-01,MA,0,1,1,479,9.077514,2.242871
2006-05-01,MD,0,1,1,360,4.384906,1.543711
2006-05-01,ME,0,0,0,103,1.833045,0.37705
2006-05-01,MI,0,0,0,599,9.678739,4.199858
2006-05-01,MN,0,3,3,309,5.210369,0.84215
2006-05-01,MO,0,2,2,556,2.953513,0.821217
2006-05-01,MS,0,5,5,953,5.820528,1.909556
2006-05-01,MT,0,0,0,91,0.798502,0.487826
2006-05-01,NC,0,2,2,563,6.943626,1.22334
2006-05-01,ND,0,0,0,70,0.429447,0.06545
2006-05-01,NE,0,0,0,91,1.36736,0.34302
2006-05-01,NH,0,0,0,62,0.3148,0.10835
2006-05-01,NJ,0,1,1,458,1.713393,0.48287
2006-05-01,NM,0,1,1,79,0.3556,0.0995
2006-05-01,NV,0,0,0,104,1.842201,0.573555
2006-05-01,NY,0,3,3,1635,4.488741,1.182363
2006-05-01,OH,0,8,8,1094,8.66523,2.039339
2006-05-01,OK,0,1,1,458,3.362846,1.165892
2006-05-01,OR,0,1,1,463,5.245385,1.740741
2006-05-01,PA,0,0,0,247,2.916014,1.154471
2006-05-01,SC,0,4,4,369,3.832023,0.778988
2006-05-01,SD,0,1,1,21,0.3732,0.25502
2006-05-01,TN,0,5,5,684,10.2062,2.922428
2006-05-01,TX,0,4,4,2054,19.698476,5.944918
2006-05-01,UT,0,1,1,128,1.100525,0.558147
2006-05-01,VA,0,3,3,792,17.032089,2.298718
2006-05-01,VT,0,1,1,49,0.7082,0.3724
2006-05-01,WA,0,1,1,396,8.145045,2.701363
2006-05-01,WI,0,1,1,160,1.062001,0.557226
2006-05-01,WV,0,1,1,227,2.5797,0.586701
2006-05-01,WY,0,0,0,32,0.1225,0.0122
2006-06-01,AK,0,1,1,58,1.1375,0.507
2006-06-01,AL,0,0,0,379,1.9947,0.67105
2006-06-01,AR,0,2,2,563,3.85371,1.129847
2006-06-01,AZ,0,0,0,807,5.568945,1.591452
2006-06-01,CA,0,11,11,1344,19.801994,5.267984
2006-06-01,CO,0,0,0,312,2.55103,0.611135
2006-06-01,CT,0,1,1,231,1.517025,0.412
2006-06-01,DE,0,1,1,77,0.364102,0.159252
2006-06-01,FL,0,4,4,1376,20.320036,5.903548
2006-06-01,GA,0,4,4,657,5.532642,1.631792
2006-06-01,HI,0,0,0,28,1.0715,0.25486
2006-06-01,IA,0,0,0,123,0.782029,0.26388
2006-06-01,ID,0,0,0,97,1.73145,0.82023
2006-06-01,IL,0,3,3,873,9.189361,2.117348
2006-06-01,IN,1,2,3,474,3.322909,0.992943
2006-06-01,KS,0,1,1,291,2.627129,0.971591
2006-06-01,KY,0,0,0,379,2.624521,0.89137
2006-06-01,LA,0,0,0,368,6.34104,1.121316
2006-06-01,MA,0,7,7,391,7.290862,1.511481
2006-06-01,MD,0,0,0,310,4.167961,1.305211
2006-06-01,ME,0,0,0,77,0.402527,0.106135
2006-06-01,MI,0,1,1,573,8.790877,3.280639
2006-06-01,MN,0,3,3,294,4.13413,1.04322
2006-06-01,MO,0,3,3,619,3.803814,1.638389
2006-06-01,MS,0,3,3,1303,12.546956,4.011765
2006-06-01,MT,0,0,0,97,0.392952,0.060311
2006-06-01,NC,0,0,0,527,6.748593,1.820859
2006-06-01,ND,0,0,0,79,0.802,0.150462
2006-06-01,NE,0,0,0,111,0.71401,0.216865
2006-06-01,NH,0,0,0,50,0.798705,0.163005
2006-06-01,NJ,0,1,1,387,1.204408,0.326856
2006-06-01,NM,0,0,0,83,0.108751,0.039201
2006-06-01,NV,0,0,0,107,1.854591,0.4442
2006-06-01,NY,0,3,3,1458,2.417788,0.480695
2006-06-01,OH,0,14,14,1128,12.673218,3.510408
2006-06-01,OK,0,1,1,528,4.15868,0.699049
2006-06-01,OR,0,0,0,393,3.299587,1.129261
2006-06-01,PA,0,1,1,192,1.453435,0.638685
2006-06-01,SC,0,2,2,430,14.369632,4.973271
2006-06-01,SD,0,0,0,38,3.312236,0.078556
2006-06-01,TN,0,5,5,723,10.099376,3.728467
2006-06-01,TX,0,5,5,2361,22.12317,5.31657
2006-06-01,UT,0,0,0,172,1.526985,0.286065
2006-06-01,VA,0,2,2,742,8.362671,2.971585
2006-06-01,VT,0,0,0,41,0.37545,0.00815
2006-06-01,WA,0,1,1,380,7.66992,2.305814
2006-06-01,WI,0,3,3,188,1.439061,0.494976
2006-06-01,WV,0,5,5,210,6.035516,1.028068
2006-06-01,WY,0,1,1,24,0.1383,0.015
2006-07-01,AK,0,1,1,53,1.8153,0.543625
2006-07-01,AL,0,0,0,499,5.179247,2.22844
2006-07-01,AR,0,2,2,823,6.700382,1.828564
2006-07-01,AZ,0,2,2,786,7.216094,3.117432
2006-07-01,CA,0,7,7,2077,26.236445,5.13055
2006-07-01,CO,0,4,4,302,3.327596,0.7187
2006-07-01,CT,0,1,1,228,2.548571,0.46006
2006-07-01,DE,0,0,0,65,0.756701,0.573651
2006-07-01,FL,0,6,6,1350,19.466342,5.177435
2006-07-01,GA,0,3,3,700,8.9029,2.640223
2006-07-01,HI,0,1,1,42,2.0422,0.351725
2006-07-01,IA,0,0,0,138,0.487625,0.1796
2006-07-01,ID,0,4,4,168,2.54206,0.75885
2006-07-01,IL,1,6,7,973,11.686283,2.044651
2006-07-01,IN,0,1,1,530,3.247874,1.150428
2006-07-01,KS,0,4,4,437,4.058975,1.18548
2006-07-01,KY,0,1,1,394,2.565226,0.8123
2006-07-01,LA,0,0,0,231,5.66263,0.5612
2006-07-01,MA,0,2,2,492,8.869727,1.69719
2006-07-01,MD,0,0,0,303,2.75192,0.734491
2006-07-01,ME,0,0,0,85,0.61146,0.33505
2006-07-01,MI,0,3,3,672,12.402229,4.434501
2006-07-01,MN,0,1,1,425,14.057799,4.794176
2006-07-01,MO,0,2,2,982,5.293199,2.300752
2006-07-01,MS,0,5,5,1257,6.528158,2.350677
2006-07-01,MT,0,0,0,179,0.4626,0.145711
2006-07-01,NC,0,1,1,559,5.792893,1.71576
2006-07-01,ND,0,0,0,117,0.64952,0.1233
2006-07-01,NE,0,0,0,159,3.41782,1.24633
2006-07-01,NH,0,1,1,53,1.8977,1.0701
2006-07-01,NJ,0,4,4,394,3.45951,0.583026
2006-07-01,NM,0,0,0,81,0.4286,0.18771
2006-07-01,NV,0,0,0,129,1.752776,0.493705
2006-07-01,NY,0,5,5,1682,3.194066,1.090207
2006-07-01,OH,0,10,10,1134,10.124027,3.039957
2006-07-01,OK,0,0,0,780,5.764017,1.715079
2006-07-01,OR,0,0,0,779,5.976271,1.933415
2006-07-01,PA,0,0,0,224,1.6193,0.55106
2006-07-01,SC,0,1,1,415,3.148966,0.724606
2006-07-01,SD,0,1,1,55,0.43325,0.039
2006-07-01,TN,0,6,6,897,11.612982,3.159488
2006-07-01,TX,0,7,7,2135,14.798839,4.481903
2006-07-01,UT,0,0,0,176,2.569225,0.3795
2006-07-01,VA,0,9,9,666,24.656485,3.433307
2006-07-01,VT,0,0,0,48,0.48008,0.2067
2006-07-01,WA,0,5,5,561,7.36968,2.642975
2006-07-01,WI,0,0,0,215,1.946223,0.606401
2006-07-01,WV,0,0,0,244,4.185438,0.963177
2006-07-01,WY,0,0,0,23,0.182728,0.1238
2006-08-01,AK,0,1,1,54,3.312745,0.0822
2006-08-01,AL,0,0,0,278,2.30135,0.854815
2006-08-01,AR,0,1,1,526,4.304826,1.114715
2006-08-01,AZ,0,0,0,609,5.768612,1.265146
2006-08-01,CA,0,7,7,1439,23.00981,9.473346
2006-08-01,CO,0,0,0,188,1.117831,0.306495
2006-08-01,CT,0,0,0,222,1.04485,0.246625
2006-08-01,DE,0,0,0,71,0.14407,0.0398
2006-08-01,FL,0,3,3,1358,15.187051,3.652095
2006-08-01,GA,0,2,2,558,12.65219,3.497381
2006-08-01,HI,0,0,0,42,2.04685,0.39266
2006-08-01,IA,0,0,0,113,0.89735,0.21856
2006-08-01,ID,0,1,1,138,1.70335,0.52765
2006-08-01,IL,0,3,3,730,6.627711,1.752592
2006-08-01,IN,0,2,2,474,3.320255,1.092696
2006-08-01,KS,0,5,5,279,4.288776,1.223755
2006-08-01,KY,0,6,6,340,2.509013,0.985341
2006-08-01,LA,0,0,0,260,3.731561,0.760416
2006-08-01,MA,0,2,2,408,9.500036,2.596132
2006-08-01,MD,0,2,2,347,6.066301,1.153223
2006-08-01,ME,0,0,0,80,0.362606,0.266251
2006-08-01,MI,0,2,2,530,6.501968,2.782146
2006-08-01,MN,0,1,1,273,6.583879,1.337751
2006-08-01,MO,0,0,0,691,4.754323,1.761349
2006-08-01,MS,0,3,3,924,5.872138,1.943658
2006-08-01,MT,0,4,4,120,2.185856,0.617151
2006-08-01,NC,0,1,1,527,7.233558,2.091342
2006-08-01,ND,0,0,0,109,0.290638,0.1354
2006-08-01,NE,0,5,5,75,0.75173,0.18915
2006-08-01,NH,0,0,0,32,0.4183,0.0428
2006-08-01,NJ,0,3,3,374,0.799712,0.180922
2006-08-01,NM,0,0,0,61,0.395101,0.068605
2006-08-01,NV,0,0,0,94,1.6992,0.34985
2006-08-01,NY,0,4,4,1624,1.583705,0.528193
2006-08-01,OH,0,5,5,1069,8.839733,2.249525
2006-08-01,OK,0,1,1,588,6.028328,2.555975
2006-08-01,OR,0,1,1,625,8.586301,2.755666
2006-08-01,PA,0,0,0,229,0.718225,0.20205
2006-08-01,SC,0,1,1,320,3.471214,0.480826
2006-08-01,SD,0,3,3,41,0.42345,0.14365
2006-08-01,TN,0,5,5,724,8.814256,3.098221
2006-08-01,TX,0,8,8,2295,17.58028,6.613746
2006-08-01,UT,0,0,0,128,0.8539,0.38215
2006-08-01,VA,0,3,3,812,14.114774,2.377831
2006-08-01,VT,0,0,0,42,0.49055,0.14805
2006-08-01,WA,0,1,1,468,9.179362,3.368859
2006-08-01,WI,1,0,1,155,2.187601,0.736229
2006-08-01,WV,0,3,3,197,4.74762,1.817675
2006-08-01,WY,0,0,0,18,0.25401,0.016005
2006-09-01,AK,0,0,0,34,1.029125,0.1641
2006-09-01,AL,0,1,1,254,1.043126,0.420861
2006-09-01,AR,0,1,1,502,4.791652,1.844912
2006-09-01,AZ,0,0,0,573,5.507514,1.787673
2006-09-01,CA,0,8,8,1538,21.368569,5.605466
2006-09-01,CO,0,1,1,176,1.433315,0.63236
2006-09-01,CT,0,0,0,203,0.887618,0.172378
2006-09-01,DE,0,1,1,62,0.344651,0.169201
2006-09-01,FL,0,4,4,1116,9.455403,2.12003
2006-09-01,GA,0,0,0,412,5.220597,1.265884
2006-09-01,HI,0,0,0,37,1.2509,0.39735
2006-09-01,IA,0,0,0,112,0.914606,0.196582
2006-09-01,ID,0,3,3,83,1.412219,0.60933
2006-09-01,IL,0,5,5,645,6.200611,1.383707
2006-09-01,IN,0,2,2,393,2.906415,0.919797
2006-09-01,KS,0,3,3,249,4.00771,1.309461
2006-09-01,KY,0,3,3,325,2.215964,0.73943
2006-09-01,LA,0,1,1,246,4.158493,0.636365
2006-09-01,MA,0,1,1,369,5.775293,1.224672
2006-09-01,MD,0,1,1,227,2.607191,0.669908
2006-09-01,ME,0,0,0,75,0.9663,0.29483
2006-09-01,MI,0,2,2,411,16.085855,4.215721
2006-09-01,MN,0,0,0,226,3.90555,1.08315
2006-09-01,MO,0,1,1,513,4.01967,2.399421
2006-09-01,MS,0,5,5,959,6.341857,1.975865
2006-09-01,MT,0,0,0,68,1.141275,0.29524
2006-09-01,NC,0,4,4,384,6.820343,0.897987
2006-09-01,ND,0,0,0,65,0.104395,0.03377
2006-09-01,NE,0,0,0,92,0.659698,0.323148
2006-09-01,NH,0,0,0,36,1.058001,0.170421
2006-09-01,NJ,0,1,1,323,0.449001,0.17255
2006-09-01,NM,0,0,0,57,0.24353,0.03371
2006-09-01,NV,0,0,0,92,1.894361,0.21435
2006-09-01,NY,0,2,2,1201,3.35106,0.987151
2006-09-01,OH,0,10,10,888,7.634101,1.969358
2006-09-01,OK,0,0,0,426,3.138898,0.52499
2006-09-01,OR,0,1,1,418,3.635559,1.184076
2006-09-01,PA,0,2,2,143,0.68485,0.2049
2006-09-01,SC,0,2,2,270,3.769086,1.312546
2006-09-01,SD,0,0,0,30,0.4112,0.0617
2006-09-01,TN,0,6,6,653,9.90053,2.954262
2006-09-01,TX,0,5,5,1845,15.326992,4.438809
2006-09-01,UT,0,0,0,91,0.56755,0.1802
2006-09-01,VA,0,1,1,495,6.262435,1.749008
2006-09-01,VT,0,0,0,30,0.221,0.0385
2006-09-01,WA,0,5,5,376,5.51055,2.353702
2006-09-01,WI,0,0,0,139,1.699139,0.53319
2006-09-01,WV,0,5,5,219,2.8631,1.143045
2006-09-01,WY,0,1,1,27,0.517826,0.029
2006-10-01,AK,0,1,1,45,1.14445,0.61055
2006-10-01,AL,0,2,2,334,2.790404,1.250904
2006-10-01,AR,0,5,5,526,5.650433,1.745927
2006-10-01,AZ,0,1,1,631,5.851866,1.698316
2006-10-01,CA,1,6,7,1479,28.813628,6.724962
2006-10-01,CO,0,0,0,192,2.536572,0.5792
2006-10-01,CT,0,0,0,233,2.13916,0.42053
2006-10-01,DE,0,0,0,79,0.612254,0.090154
2006-10-01,FL,0,6,6,1380,10.933861,2.609556
2006-10-01,GA,0,2,2,561,5.750655,1.812248
2006-10-01,HI,0,0,0,33,0.9529,0.202273
2006-10-01,IA,0,1,1,146,1.110302,0.270536
2006-10-01,ID,0,0,0,101,1.38968,0.567645
2006-10-01,IL,0,7,7,814,9.46564,2.63526
2006-10-01,IN,0,1,1,532,3.576222,1.13389
2006-10-01,KS,0,3,3,274,1.957772,0.80802
2006-10-01,KY,0,0,0,322,4.01565,0.70951
2006-10-01,LA,0,1,1,215,3.2223,0.39473
2006-10-01,MA,0,3,3,411,7.749387,1.32717
2006-10-01,MD,0,1,1,293,5.572502,1.398227
2006-10-01,ME,0,2,2,97,1.2083,0.3362
2006-10-01,MI,0,4,4,521,8.449773,3.010883
2006-10-01,MN,0,4,4,310,6.000698,0.772905
2006-10-01,MO,0,1,1,627,4.683182,2.655461
2006-10-01,MS,0,5,5,952,7.155263,2.082019
2006-10-01,MT,0,1,1,58,0.2766,0.07357
2006-10-01,NC,0,4,4,525,4.235091,1.825504
2006-10-01,ND,0,0,0,46,0.85085,0.7613
2006-10-01,NE,0,0,0,89,0.4826,0.20801
2006-10-01,NH,0,0,0,48,0.491752,0.120502
2006-10-01,NJ,0,1,1,328,1.018407,0.253275
2006-10-01,NM,0,0,0,57,0.12965,0.048375
2006-10-01,NV,0,0,0,87,0.991372,0.14546
2006-10-01,NY,0,4,4,1447,7.893455,1.79167
2006-10-01,OH,0,8,8,1058,10.600722,2.781384
2006-10-01,OK,0,1,1,411,5.67952,1.183369
2006-10-01,OR,0,0,0,464,4.112103,1.433529
2006-10-01,PA,0,1,1,183,1.7042,0.4951
2006-10-01,RI,0,0,0,1,0,0
2006-10-01,SC,0,1,1,302,2.923236,0.981765
2006-10-01,SD,0,0,0,41,0.26105,0.109413
2006-10-01,TN,0,15,15,761,10.683029,3.428269
2006-10-01,TX,0,20,20,1800,15.725452,5.360646
2006-10-01,UT,0,0,0,68,1.05765,0.2334
2006-10-01,VA,0,7,7,639,7.738272,1.899941
2006-10-01,VT,0,0,0,40,0.4935,0.21205
2006-10-01,WA,0,4,4,348,5.598313,1.713493
2006-10-01,WI,0,2,2,153,1.54684,0.48675
2006-10-01,WV,0,4,4,207,3.356177,1.025475
2006-10-01,WY,0,0,0,23,0.115,0.041
2006-11-01,AK,0,3,3,65,3.142701,0.6504
2006-11-01,AL,0,1,1,246,1.22925,0.72875
2006-11-01,AR,0,2,2,504,4.970834,1.292185
2006-11-01,AZ,0,2,2,631,4.687838,1.316801
2006-11-01,CA,0,8,8,1566,31.852799,8.831278
