MONTHS,STATE,FF_DEATH,OTH_DEATH,DEATH,CNT,PROP_LOSS,CONT_LOSS
2007-04-01,ALL,1,142,143,24220,313.389986,86.727626
2007-05-01,ALL,4,116,120,24819,314.071975,86.884326
2007-06-01,ALL,1,73,74,22679,301.431527,84.450371
2007-07-01,ALL,2,94,96,23840,278.349326,82.484801
2007-08-01,ALL,1,80,81,22708,281.840744,82.021034
2007-09-01,ALL,1,90,91,20147,300.471608,81.880404
2007-10-01,ALL,0,83,83,20995,605.79924,265.468943
2007-11-01,ALL,0,122,122,21385,278.061662,84.527009
2007-12-01,ALL,0,193,193,22568,349.980558,102.105604
2008-01-01,AK,0,3,3,61,1.108274,0.33095
2008-01-01,AL,0,3,3,572,5.171345,1.919116
2008-01-01,AR,0,4,4,911,8.705964,2.630735
2008-01-01,AZ,0,1,1,626,5.543096,1.057664
2008-01-01,CA,0,12,12,2319,41.975358,10.110605
2008-01-01,CO,0,4,4,263,6.568481,1.686193
2008-01-01,CT,0,2,2,290,5.3336,0.72303
2008-01-01,DE,0,0,0,93,0.319031,0.052381
2008-01-01,FL,0,14,14,1765,26.020684,8.095855
2008-01-01,GA,0,7,7,994,11.328064,3.752806
2008-01-01,HI,0,0,0,40,0.7666,0.16345
2008-01-01,IA,0,2,2,159,1.797078,0.608338
2008-01-01,ID,0,0,0,95,2.3092,0.7219
2008-01-01,IL,0,9,9,1102,22.587171,8.221918
2008-01-01,IN,0,1,1,589,12.076415,3.209838
2008-01-01,KS,0,4,4,289,4.680961,1.385366
2008-01-01,KY,0,2,2,542,5.608552,2.296007
2008-01-01,LA,0,2,2,259,3.223815,0.959622
2008-01-01,MA,0,8,8,475,15.635125,3.073763
2008-01-01,MD,0,4,4,418,8.874726,2.469971
2008-01-01,ME,0,1,1,104,2.885335,0.347325
2008-01-01,MI,0,9,9,589,13.213555,6.111988
2008-01-01,MN,0,0,0,355,8.658308,1.62292
2008-01-01,MO,0,7,7,996,7.588907,3.04292
2008-01-01,MS,0,10,10,1093,10.936486,3.703482
2008-01-01,MT,0,0,0,71,0.776601,0.3169
2008-01-01,NC,0,7,7,910,13.732793,3.984606
2008-01-01,ND,0,1,1,41,0.19625,0.108165
2008-01-01,NE,0,0,0,111,1.39227,0.99207
2008-01-01,NH,0,2,2,137,2.21915,0.7114
2008-01-01,NJ,0,5,5,507,2.616033,0.88605
2008-01-01,NM,0,3,3,188,1.388532,0.342437
2008-01-01,NV,0,2,2,135,101.522275,0.24056
2008-01-01,NY,0,5,5,1386,6.007299,0.94511
2008-01-01,OH,0,22,22,1175,11.869332,4.247461
2008-01-01,OK,0,3,3,966,5.663493,2.070201
2008-01-01,OR,0,5,5,472,6.864859,2.571142
2008-01-01,PA,1,5,6,258,3.9857,1.151775
2008-01-01,RI,0,0,0,20,0.3813,0.1179
2008-01-01,SC,0,2,2,563,8.712636,2.82557
2008-01-01,SD,0,0,0,40,0.7073,0.2642
2008-01-01,TN,0,10,10,992,16.637692,5.170985
2008-01-01,TX,0,15,15,3286,32.845835,11.058622
2008-01-01,UT,0,1,1,88,3.028282,0.60738
2008-01-01,VA,0,9,9,842,17.582465,5.468428
2008-01-01,VT,0,0,0,53,1.562786,0.5588
2008-01-01,WA,0,1,1,515,8.499542,3.473415
2008-01-01,WI,0,1,1,163,3.973795,1.78075
2008-01-01,WV,0,2,2,386,6.28277,2.159711
2008-01-01,WY,0,0,0,26,0.122,0.033
2008-02-01,AK,0,1,1,53,3.13775,0.7451
2008-02-01,AL,0,2,2,472,7.49713,2.934833
2008-02-01,AR,0,3,3,585,6.329292,2.018133
2008-02-01,AZ,0,1,1,539,3.622109,0.703918
2008-02-01,CA,0,8,8,1818,32.549753,9.595334
2008-02-01,CO,0,3,3,225,4.931278,1.758348
2008-02-01,CT,0,2,2,222,2.5636,0.3448
2008-02-01,DE,0,1,1,79,0.158804,0.025254
2008-02-01,FL,0,6,6,1580,18.489119,25.545859
2008-02-01,GA,0,7,7,912,18.153623,3.263546
2008-02-01,HI,0,0,0,31,0.543,0.0791
2008-02-01,IA,0,3,3,128,1.279515,0.385058
2008-02-01,ID,0,1,1,90,1.83835,0.61275
2008-02-01,IL,0,5,5,822,15.495295,4.078768
2008-02-01,IN,0,4,4,441,3.854299,1.25466
2008-02-01,KS,0,4,4,226,2.557085,0.4875
2008-02-01,KY,0,1,1,422,3.831776,1.350781
2008-02-01,LA,0,1,1,285,6.4199,0.744535
2008-02-01,MA,0,4,4,420,10.633367,3.163502
2008-02-01,MD,0,4,4,341,7.512611,1.568623
2008-02-01,ME,0,0,0,89,1.662946,0.694401
2008-02-01,MI,0,10,10,553,14.825722,7.048081
2008-02-01,MN,0,3,3,304,8.86225,1.59622
2008-02-01,MO,0,5,5,653,8.11177,2.528804
2008-02-01,MS,0,5,5,1015,19.133756,13.256355
2008-02-01,MT,0,0,0,70,0.9457,0.177003
2008-02-01,NC,0,3,3,863,9.139205,2.638388
2008-02-01,ND,0,1,1,38,0.4064,0.113701
2008-02-01,NE,0,3,3,90,2.02504,0.66924
2008-02-01,NH,0,0,0,97,1.36311,0.59452
2008-02-01,NJ,0,5,5,410,2.451622,0.571725
2008-02-01,NM,0,1,1,143,0.44645,0.2123
2008-02-01,NV,0,0,0,110,2.88362,0.50265
2008-02-01,NY,0,6,6,1422,3.157459,0.841101
2008-02-01,OH,0,16,16,947,11.026278,3.747327
2008-02-01,OK,0,3,3,747,7.757187,1.808038
2008-02-01,OR,0,2,2,369,2.811527,0.848405
2008-02-01,PA,0,1,1,198,3.0418,1.2168
2008-02-01,RI,0,0,0,12,0.082,0.02
2008-02-01,SC,0,1,1,540,17.080812,2.211404
2008-02-01,SD,0,1,1,35,0.8345,0.1818
2008-02-01,TN,0,8,8,812,14.257907,4.718336
2008-02-01,TX,0,4,4,2495,21.129096,7.935669
2008-02-01,UT,0,2,2,79,1.9924,0.18495
2008-02-01,VA,0,12,12,988,17.589853,4.523433
2008-02-01,VT,0,0,0,46,0.789183,0.3547
2008-02-01,WA,0,2,2,391,7.541758,3.056598
2008-02-01,WI,0,1,1,178,1.632361,0.68136
2008-02-01,WV,0,2,2,366,9.644651,6.214471
2008-02-01,WY,0,0,0,13,5e-04,1e-04
2008-03-01,AK,0,4,4,55,0.504349,0.169934
2008-03-01,AL,0,3,3,417,5.540746,2.78435
2008-03-01,AR,0,5,5,703,5.862707,2.169039
2008-03-01,AZ,0,2,2,703,13.391356,1.287896
2008-03-01,CA,0,8,8,2065,37.995284,10.327229
2008-03-01,CO,0,2,2,322,5.164937,1.44042
2008-03-01,CT,0,2,2,321,3.989301,0.974451
2008-03-01,DE,0,0,0,89,1.386515,0.5189
2008-03-01,FL,0,7,7,1750,22.929966,6.078357
2008-03-01,GA,0,3,3,973,11.79266,3.660744
2008-03-01,HI,0,0,0,29,1.524,0.233425
2008-03-01,IA,0,4,4,170,1.994623,0.704842
2008-03-01,ID,0,0,0,104,1.781865,0.5445
2008-03-01,IL,0,8,8,1082,17.485966,4.78492
2008-03-01,IN,0,5,5,440,6.644207,1.28745
2008-03-01,KS,0,2,2,343,2.799313,0.952821
2008-03-01,KY,0,1,1,463,5.04562,1.583326
2008-03-01,LA,0,0,0,351,2.701902,0.782051
2008-03-01,MA,0,2,2,523,12.269295,2.562246
2008-03-01,MD,0,1,1,386,6.859401,1.650062
2008-03-01,ME,0,0,0,85,1.3166,0.7598
2008-03-01,MI,0,10,10,567,13.650965,6.868749
2008-03-01,MN,0,6,6,331,9.532275,1.765125
2008-03-01,MO,0,3,3,1028,5.835154,2.221546
2008-03-01,MS,0,8,8,1295,7.578972,3.244506
2008-03-01,MT,0,0,0,120,0.998481,0.32186
2008-03-01,NC,1,1,2,923,13.825545,4.775308
2008-03-01,ND,0,2,2,41,1.0501,0.400805
2008-03-01,NE,0,0,0,144,1.804745,0.835975
2008-03-01,NH,0,1,1,87,1.631777,0.517102
2008-03-01,NJ,1,5,6,540,2.972024,0.625526
2008-03-01,NM,0,0,0,217,0.734711,0.278323
2008-03-01,NV,0,3,3,137,2.3891,0.494601
2008-03-01,NY,0,9,9,1584,3.56799,0.842473
2008-03-01,OH,0,8,8,1072,11.567301,3.706813
2008-03-01,OK,0,3,3,999,6.07429,2.036009
2008-03-01,OR,0,1,1,373,2.609028,0.670386
2008-03-01,PA,0,2,2,236,3.048351,0.700728
2008-03-01,RI,0,0,0,12,0.0844,0.0045
2008-03-01,SC,0,5,5,573,7.210449,1.50876
2008-03-01,SD,0,0,0,34,0.440735,0.09474
2008-03-01,TN,0,4,4,842,14.440318,6.133414
2008-03-01,TX,1,16,17,2436,19.715901,6.89272
2008-03-01,UT,0,1,1,92,1.25355,0.22533
2008-03-01,VA,0,3,3,1057,13.18294,3.882829
2008-03-01,VT,0,1,1,57,0.984,0.168
2008-03-01,WA,0,1,1,459,16.26751,2.104276
2008-03-01,WI,0,3,3,171,2.44088,0.959579
2008-03-01,WV,0,1,1,379,5.322395,2.256125
2008-03-01,WY,0,0,0,22,0.222,0.0892
2008-04-01,AK,0,2,2,47,1.1572,0.220175
2008-04-01,AL,0,1,1,387,8.10582,1.893101
2008-04-01,AR,0,0,0,503,6.231835,1.932183
2008-04-01,AZ,0,2,2,755,9.91112,1.722724
2008-04-01,CA,0,9,9,2067,39.899584,12.171037
2008-04-01,CO,0,2,2,311,4.916477,2.003081
2008-04-01,CT,0,0,0,397,2.985374,0.653853
2008-04-01,DE,0,0,0,91,2.348,1.0311
2008-04-01,FL,0,2,2,1626,15.854543,4.534629
2008-04-01,GA,0,5,5,714,9.657261,3.73189
2008-04-01,HI,0,0,0,26,1.54689,0.1483
2008-04-01,IA,0,1,1,158,1.682551,0.67937
2008-04-01,ID,0,1,1,159,1.6727,0.5135
2008-04-01,IL,0,3,3,1201,14.674793,4.63553
2008-04-01,IN,0,4,4,597,4.132605,1.092619
2008-04-01,KS,0,2,2,260,2.4309,1.08219
2008-04-01,KY,0,4,4,418,3.935239,1.28385
2008-04-01,LA,0,0,0,236,1.289976,0.383918
2008-04-01,MA,0,8,8,844,17.419148,3.825362
2008-04-01,MD,0,3,3,353,4.500452,1.189222
2008-04-01,ME,0,1,1,117,0.7066,0.2721
2008-04-01,MI,0,1,1,940,23.437704,8.55752
2008-04-01,MN,0,1,1,309,7.247579,1.05588
2008-04-01,MO,0,3,3,724,6.084934,1.455863
2008-04-01,MS,0,3,3,760,8.351145,2.984312
2008-04-01,MT,0,1,1,157,1.543075,0.702183
2008-04-01,NC,0,2,2,655,6.829229,1.804015
2008-04-01,ND,0,0,0,151,0.5568,0.123715
2008-04-01,NE,0,0,0,99,0.651465,0.18924
2008-04-01,NH,0,2,2,146,2.847751,2.269021
2008-04-01,NJ,0,0,0,656,4.346099,2.400777
2008-04-01,NM,0,0,0,214,0.748805,0.128616
2008-04-01,NV,0,1,1,150,3.09995,0.53118
2008-04-01,NY,0,8,8,2036,5.262147,0.978667
2008-04-01,OH,2,12,14,1370,12.792722,3.27912
2008-04-01,OK,0,4,4,604,4.75579,2.887208
2008-04-01,OR,0,1,1,384,3.961623,1.280137
2008-04-01,PA,0,0,0,256,2.324008,0.90225
2008-04-01,RI,0,0,0,26,0.0917,0.0139
2008-04-01,SC,0,2,2,405,7.358124,1.829415
2008-04-01,SD,0,1,1,39,0.28,0.081405
2008-04-01,TN,0,6,6,751,9.092142,3.377612
2008-04-01,TX,0,3,3,1994,27.754569,9.968817
2008-04-01,UT,0,0,0,111,1.77067,0.4318
2008-04-01,VA,0,4,4,820,9.778535,2.309464
2008-04-01,VT,0,0,0,88,0.693975,0.14575
2008-04-01,WA,0,1,1,472,6.478058,2.142421
2008-04-01,WI,0,0,0,270,1.693899,0.707025
2008-04-01,WV,0,2,2,400,7.11145,2.90521
2008-04-01,WY,0,0,0,29,0.8328,0.321815
2008-05-01,AK,0,0,0,65,3.65261,0.97171
2008-05-01,AL,0,1,1,349,2.900836,0.624476
2008-05-01,AR,0,2,2,410,4.963061,1.549411
2008-05-01,AZ,0,0,0,755,9.518879,4.956334
2008-05-01,CA,0,5,5,2034,47.08165,12.101726
2008-05-01,CO,0,2,2,272,4.303732,1.631451
2008-05-01,CT,0,1,1,284,2.670477,0.662927
2008-05-01,DE,0,1,1,75,4.601002,1.909257
2008-05-01,FL,0,3,3,1961,30.094269,6.479614
2008-05-01,GA,0,2,2,774,10.116264,3.444798
2008-05-01,HI,0,0,0,32,1.0883,0.10469
2008-05-01,IA,0,1,1,123,0.722401,0.314648
2008-05-01,ID,0,2,2,126,0.85815,0.3006
2008-05-01,IL,0,6,6,1041,16.751216,4.964747
2008-05-01,IN,0,1,1,487,5.025265,1.740141
2008-05-01,KS,0,3,3,226,1.947388,1.097225
2008-05-01,KY,0,0,0,308,2.90852,0.865701
2008-05-01,LA,0,2,2,231,2.128077,0.665004
2008-05-01,MA,0,7,7,540,12.406279,4.909472
2008-05-01,MD,0,4,4,321,5.250975,1.244585
2008-05-01,ME,0,0,0,136,1.4041,0.3742
2008-05-01,MI,0,5,5,766,9.968285,3.717096
2008-05-01,MN,0,5,5,388,9.047707,1.263651
2008-05-01,MO,0,3,3,624,5.925096,2.465804
2008-05-01,MS,0,2,2,700,8.996486,2.981296
2008-05-01,MT,0,1,1,86,1.553911,0.782012
2008-05-01,NC,0,1,1,624,6.881006,2.327541
2008-05-01,ND,0,0,0,126,0.5053,0.0929
2008-05-01,NE,0,0,0,97,1.061775,0.470125
2008-05-01,NH,0,1,1,158,1.654826,0.478171
2008-05-01,NJ,0,2,2,495,3.016807,1.032952
2008-05-01,NM,0,2,2,147,0.61817,0.09972
2008-05-01,NV,0,0,0,103,1.3777,0.491751
2008-05-01,NY,0,4,4,1554,3.818788,0.829428
2008-05-01,OH,0,11,11,1182,12.445426,2.811138
2008-05-01,OK,0,1,1,439,6.340333,2.056325
2008-05-01,OR,0,2,2,390,4.142145,1.05325
2008-05-01,PA,0,0,0,177,1.03637,0.378475
2008-05-01,RI,0,0,0,16,0.036,0.021
2008-05-01,SC,0,5,5,468,6.0827,1.133693
2008-05-01,SD,0,4,4,33,0.34352,0.1167
2008-05-01,TN,0,3,3,667,9.809415,3.765007
2008-05-01,TX,0,10,10,1833,30.983054,11.420733
2008-05-01,UT,0,0,0,112,1.5487,0.2445
2008-05-01,VA,0,1,1,727,11.759575,3.125104
2008-05-01,VT,0,0,0,54,0.6487,0.21955
2008-05-01,WA,0,2,2,437,8.867238,3.185442
2008-05-01,WI,0,0,0,222,2.22115,0.651452
2008-05-01,WV,0,7,7,295,6.17501,3.11015
2008-05-01,WY,0,0,0,25,0.19311,0.037825
2008-06-01,AK,0,1,1,49,1.67754,0.537535
2008-06-01,AL,0,0,0,344,2.35006,0.816078
2008-06-01,AR,0,8,8,524,4.797616,1.730752
2008-06-01,AZ,0,1,1,782,14.158409,4.173067
2008-06-01,CA,0,5,5,2440,72.624648,26.63085
2008-06-01,CO,0,3,3,320,7.086577,1.872209
2008-06-01,CT,0,2,2,241,3.294851,0.62071
2008-06-01,DE,0,0,0,91,0.230401,0.106001
2008-06-01,FL,0,5,5,1801,24.57764,6.342615
2008-06-01,GA,0,4,4,869,13.930231,4.986624
2008-06-01,HI,0,0,0,43,0.967439,0.174423
2008-06-01,IA,0,1,1,167,1.164474,0.427999
2008-06-01,ID,0,0,0,133,0.46115,0.099901
2008-06-01,IL,0,7,7,983,12.535697,3.897936
2008-06-01,IN,0,2,2,522,6.587084,2.030901
2008-06-01,KS,0,0,0,208,2.95266,1.5511
2008-06-01,KY,0,1,1,333,2.57485,0.748942
2008-06-01,LA,0,6,6,230,1.698305,0.454234
2008-06-01,MA,0,0,0,491,16.640509,2.740382
2008-06-01,MD,0,1,1,368,4.125056,1.275462
2008-06-01,ME,0,1,1,95,1.2345,0.42995
2008-06-01,MI,0,1,1,594,14.502927,5.28208
2008-06-01,MN,0,4,4,335,4.981821,1.2103
2008-06-01,MO,0,0,0,637,4.841397,1.457333
2008-06-01,MS,0,3,3,824,5.791881,2.019988
2008-06-01,MT,0,0,0,88,0.477701,0.556151
2008-06-01,NC,0,4,4,785,11.850502,1.823613
2008-06-01,ND,0,0,0,66,1.27911,0.28665
2008-06-01,NE,0,2,2,83,0.66734,0.375162
2008-06-01,NH,0,0,0,95,0.8975,0.7327
2008-06-01,NJ,0,8,8,553,0.937018,0.456057
2008-06-01,NM,0,2,2,217,0.240735,0.05422
2008-06-01,NV,0,1,1,137,4.034585,0.41807
2008-06-01,NY,1,3,4,1565,4.082973,1.454942
2008-06-01,OH,0,5,5,1277,11.374204,3.502613
2008-06-01,OK,0,0,0,437,5.459711,2.201504
2008-06-01,OR,0,2,2,422,4.531161,1.29547
2008-06-01,PA,0,0,0,198,2.141365,1.09282
2008-06-01,RI,0,0,0,18,0.022,0.0202
2008-06-01,SC,0,1,1,522,6.73381,1.862176
2008-06-01,SD,0,0,0,33,0.10715,0.005895
2008-06-01,TN,0,7,7,842,14.656883,5.512613
2008-06-01,TX,0,7,7,2245,23.746688,8.911591
2008-06-01,UT,0,1,1,138,1.99576,0.6163
2008-06-01,VA,0,6,6,768,10.718484,3.127114
2008-06-01,VT,0,0,0,29,0.215,0.1248
2008-06-01,WA,0,5,5,468,7.50957,3.133035
2008-06-01,WI,0,1,1,221,2.815251,0.79112
2008-06-01,WV,0,2,2,250,4.061351,1.331776
2008-06-01,WY,0,0,0,16,0.0382,0.015
2008-07-01,AK,0,1,1,61,2.0257,0.5247
2008-07-01,AL,0,6,6,373,2.451006,0.852576
2008-07-01,AR,0,1,1,721,7.905172,2.337988
2008-07-01,AZ,0,1,1,713,6.253637,1.789853
2008-07-01,CA,0,7,7,1848,35.332997,10.402872
2008-07-01,CO,0,0,0,365,6.672285,1.212108
2008-07-01,CT,0,1,1,226,1.027926,0.334756
2008-07-01,DE,0,1,1,98,2.78,0.01715
2008-07-01,FL,0,7,7,1359,14.903091,4.719658
2008-07-01,GA,0,7,7,896,10.201241,3.252642
2008-07-01,HI,0,0,0,30,0.51545,0.05215
2008-07-01,IA,0,1,1,144,1.214817,0.518806
2008-07-01,ID,0,1,1,200,2.03436,1.57019
2008-07-01,IL,1,4,5,1144,14.967379,4.72895
2008-07-01,IN,0,2,2,566,5.783725,1.42738
2008-07-01,KS,0,1,1,207,2.1651,0.602725
2008-07-01,KY,0,3,3,473,3.176362,0.951951
2008-07-01,LA,0,2,2,262,1.871735,0.511303
2008-07-01,MA,0,0,0,496,10.527133,2.642406
2008-07-01,MD,0,2,2,335,3.555046,1.822373
2008-07-01,ME,0,0,0,104,2.40786,1.21491
2008-07-01,MI,0,1,1,649,10.140876,4.058459
2008-07-01,MN,0,2,2,334,7.361605,1.449805
2008-07-01,MO,0,2,2,667,7.021309,2.70736
2008-07-01,MS,0,1,1,1036,7.631107,3.367676
2008-07-01,MT,0,0,0,221,1.196274,0.551906
2008-07-01,NC,0,1,1,705,7.010822,1.821393
2008-07-01,ND,0,0,0,115,0.648043,0.28385
2008-07-01,NE,0,0,0,125,1.47494,0.40037
2008-07-01,NH,0,0,0,94,0.868003,0.298453
2008-07-01,NJ,0,5,5,609,4.558265,1.85063
2008-07-01,NM,0,0,0,123,0.186251,0.095017
2008-07-01,NV,0,0,0,135,2.32025,0.213585
2008-07-01,NY,0,6,6,1471,4.292077,1.550069
2008-07-01,OH,0,15,15,1185,10.2098,4.481128
2008-07-01,OK,0,3,3,682,6.988,2.40465
2008-07-01,OR,0,1,1,607,6.849988,3.22226
2008-07-01,PA,0,0,0,209,3.027801,1.020127
2008-07-01,RI,0,0,0,8,0.0471,0.02463
2008-07-01,SC,0,3,3,569,8.823165,1.954081
2008-07-01,SD,0,2,2,39,0.17425,0.045301
2008-07-01,TN,0,6,6,887,14.868912,3.892669
2008-07-01,TX,1,4,5,2562,20.348315,6.2507
2008-07-01,UT,0,0,0,148,1.134681,0.25205
2008-07-01,VA,0,3,3,686,10.348935,5.098768
2008-07-01,VT,0,1,1,49,0.57165,0.2593
2008-07-01,WA,0,2,2,652,11.838591,3.555141
2008-07-01,WI,0,2,2,244,5.876527,0.513291
2008-07-01,WV,0,0,0,296,4.217397,2.3303
2008-07-01,WY,0,0,0,27,0.2625,0.0405
2008-08-01,AK,0,0,0,47,0.9251,0.21012
2008-08-01,AL,0,3,3,308,2.437227,0.841103
2008-08-01,AR,0,5,5,537,6.030597,1.633474
2008-08-01,AZ,0,0,0,636,5.616572,1.119153
2008-08-01,CA,0,6,6,1685,26.745784,8.072105
2008-08-01,CO,0,4,4,269,6.100411,1.461362
2008-08-01,CT,0,0,0,240,1.132642,0.193621
2008-08-01,DE,0,0,0,93,0.1501,0.049225
2008-08-01,FL,0,0,0,1297,18.628136,4.097294
2008-08-01,GA,0,3,3,693,9.855785,3.457126
2008-08-01,HI,0,0,0,34,1.2255,0.2311
2008-08-01,IA,0,1,1,147,1.103706,0.285536
2008-08-01,ID,0,0,0,170,3.833863,1.8654
2008-08-01,IL,1,4,5,999,13.183147,3.906336
2008-08-01,IN,0,0,0,470,4.087402,1.874797
2008-08-01,KS,0,1,1,150,1.5781,0.313471
2008-08-01,KY,0,1,1,470,2.847986,0.858791
2008-08-01,LA,0,0,0,205,1.7575,0.312781
2008-08-01,MA,0,0,0,399,7.724152,1.633239
2008-08-01,MD,0,5,5,355,9.625206,1.697621
2008-08-01,ME,0,0,0,79,1.172176,0.592956
2008-08-01,MI,0,2,2,605,15.79705,4.421343
2008-08-01,MN,0,6,6,341,6.80332,1.92285
2008-08-01,MO,0,1,1,586,4.465797,1.591039
2008-08-01,MS,0,2,2,587,7.198397,2.910976
2008-08-01,MT,0,4,4,156,1.72735,0.414001
2008-08-01,NC,0,3,3,615,6.630163,2.008128
2008-08-01,ND,0,0,0,87,2.8012,0.2536
2008-08-01,NE,0,2,2,113,0.86873,0.5539
2008-08-01,NH,0,0,0,84,1.225317,0.423845
2008-08-01,NJ,0,3,3,554,1.370654,0.485207
2008-08-01,NM,0,1,1,107,0.163866,0.051416
2008-08-01,NV,0,1,1,118,1.82768,0.28765
2008-08-01,NY,0,3,3,1402,2.733966,1.139009
2008-08-01,OH,0,8,8,1298,13.219482,4.098326
2008-08-01,OK,0,0,0,464,6.262264,3.135909
2008-08-01,OR,0,3,3,417,4.294242,1.60029
2008-08-01,PA,0,3,3,197,3.162651,0.899731
2008-08-01,RI,0,0,0,10,0.4778,0.202
2008-08-01,SC,0,0,0,352,3.226121,1.109771
2008-08-01,SD,0,4,4,42,0.779541,0.263228
2008-08-01,TN,0,12,12,824,12.045948,5.832946
2008-08-01,TX,0,8,8,1874,18.962735,5.697398
2008-08-01,UT,0,0,0,127,2.51258,1.36722
2008-08-01,VA,0,2,2,760,8.055439,2.151447
2008-08-01,VT,0,0,0,30,0.289,0.0318
2008-08-01,WA,0,1,1,432,6.808771,1.932543
2008-08-01,WI,0,0,0,228,1.372386,0.347391
2008-08-01,WV,0,2,2,303,6.232955,2.70746
2008-08-01,WY,0,3,3,23,1.09935,0.61205
2008-09-01,AK,0,0,0,61,1.3504,0.52232
2008-09-01,AL,0,0,0,282,3.955776,1.050351
2008-09-01,AR,0,0,0,440,5.085266,1.674525
2008-09-01,AZ,0,2,2,638,4.083287,0.532551
2008-09-01,CA,0,5,5,1428,30.897987,12.993218
2008-09-01,CO,0,1,1,180,4.955272,0.626115
2008-09-01,CT,0,1,1,191,2.087051,0.377822
2008-09-01,DE,0,0,0,81,0.289651,0.00945
2008-09-01,FL,0,4,4,1192,14.620825,4.232067
2008-09-01,GA,0,1,1,670,7.426541,1.952004
2008-09-01,HI,0,0,0,31,0.679825,0.105
2008-09-01,IA,0,2,2,133,0.859516,0.29052
2008-09-01,ID,0,0,0,126,1.092901,0.394331
2008-09-01,IL,0,2,2,868,12.451737,3.394091
2008-09-01,IN,0,4,4,460,3.532461,1.163098
2008-09-01,KS,0,4,4,168,2.27075,0.4448
2008-09-01,KY,0,2,2,626,3.842432,1.27799
2008-09-01,LA,0,1,1,246,1.980532,0.542883
2008-09-01,MA,0,0,0,429,9.634464,1.852245
2008-09-01,MD,0,2,2,260,3.494697,1.407331
2008-09-01,ME,0,0,0,68,0.683432,0.158146
2008-09-01,MI,0,2,2,483,9.632362,3.391138
2008-09-01,MN,0,2,2,246,4.418701,0.697075
2008-09-01,MO,0,2,2,540,15.254327,2.608026
2008-09-01,MS,0,4,4,648,7.174069,2.534842
2008-09-01,MT,0,1,1,54,0.2856,0.09915
2008-09-01,NC,0,2,2,495,4.4247,1.100268
2008-09-01,ND,0,0,0,43,0.614395,0.31261
2008-09-01,NE,0,0,0,85,0.410205,0.07797
2008-09-01,NH,0,0,0,88,0.946576,0.21318
2008-09-01,NJ,0,4,4,457,1.731258,0.392257
2008-09-01,NM,0,1,1,73,0.625501,0.10352
2008-09-01,NV,0,1,1,141,1.44405,0.13039
2008-09-01,NY,0,3,3,1284,3.158093,1.02057
2008-09-01,OH,0,10,10,1299,12.568788,3.609324
2008-09-01,OK,0,1,1,407,4.408146,1.281405
2008-09-01,OR,0,1,1,413,4.328318,1.374551
2008-09-01,PA,0,3,3,157,1.131311,0.396813
2008-09-01,RI,0,0,0,13,0.057,0.035
2008-09-01,SC,0,2,2,314,4.064084,0.90686
2008-09-01,SD,0,0,0,32,0.1464,0.01851
2008-09-01,TN,0,5,5,740,14.593643,5.647016
2008-09-01,TX,0,10,10,2127,19.429101,7.082726
2008-09-01,UT,0,0,0,82,1.3597,0.272225
2008-09-01,VA,0,2,2,551,17.607337,3.011721
2008-09-01,VT,0,1,1,42,1.1491,0.5474
2008-09-01,WA,0,4,4,416,6.434255,2.250057
2008-09-01,WI,0,3,3,163,1.71525,0.65631
2008-09-01,WV,0,2,2,307,2.45325,0.791805
2008-09-01,WY,0,0,0,19,0.0021,1e-04
2008-10-01,AK,0,1,1,52,1.30225,0.402905
2008-10-01,AL,0,4,4,374,2.901723,0.959753
2008-10-01,AR,0,6,6,538,7.319897,1.936912
2008-10-01,AZ,0,0,0,717,6.624709,1.663678
2008-10-01,CA,0,5,5,1606,30.948075,8.704155
2008-10-01,CO,0,0,0,208,1.690096,0.425325
2008-10-01,CT,0,2,2,228,2.082832,0.430682
2008-10-01,DE,0,0,0,59,0.070951,0.020976
2008-10-01,FL,0,5,5,1325,19.495545,5.889807
2008-10-01,GA,0,1,1,784,9.737008,2.499114
2008-10-01,HI,0,0,0,35,0.7978,0.127745
2008-10-01,IA,0,2,2,142,0.839201,0.305421
2008-10-01,ID,0,0,0,121,3.493531,0.467851
2008-10-01,IL,0,16,16,988,16.772669,4.467611
2008-10-01,IN,0,4,4,524,2.93579,1.085008
2008-10-01,KS,0,1,1,199,3.0646,0.645145
2008-10-01,KY,0,8,8,589,4.3304,1.164435
2008-10-01,LA,0,1,1,265,7.092141,1.104952
2008-10-01,MA,0,0,0,454,7.4463,1.785417
2008-10-01,MD,0,3,3,311,5.605658,1.831794
2008-10-01,ME,0,1,1,81,1.41092,0.434985
2008-10-01,MI,0,5,5,540,11.129952,4.665002
2008-10-01,MN,0,2,2,281,4.366553,0.914591
2008-10-01,MO,0,3,3,622,5.177992,2.343163
2008-10-01,MS,0,5,5,767,9.685074,3.487255
2008-10-01,MT,0,1,1,64,1.018325,0.59621
2008-10-01,NC,0,5,5,497,4.722997,2.057134
2008-10-01,ND,0,1,1,52,1.01479,0.312
2008-10-01,NE,0,0,0,80,0.53575,0.10732
2008-10-01,NH,0,0,0,95,1.464025,0.2794
2008-10-01,NJ,0,2,2,506,4.028911,1.165746
2008-10-01,NM,0,0,0,121,0.673701,0.320221
2008-10-01,NV,0,1,1,118,2.079335,0.642236
2008-10-01,NY,0,11,11,1441,3.562897,1.001939
2008-10-01,OH,0,4,4,1204,9.743882,3.361568
2008-10-01,OK,0,6,6,458,6.438799,1.959675
